Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mongolia,MNG,18.27470168,53.99675147,52.24899869,44.18405023,50.87219406,59.16667927,58.16478228,59.21723318,57.66034973,58.54886395,65.06135116,78.01458217
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Montenegro,MNE,..,36.81499185,40.1437048,42.11807213,40.60066597,41.0551905,42.87500027,43.84663878,25.99668431,42.83435544,51.53286165,50.68541887
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Morocco,MAR,24.55932051,24.19682789,30.13298664,29.99585389,30.73459514,32.60646099,33.82843737,34.09305747,30.79410695,33.18381112,44.80963916,43.95295333
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Mozambique,MOZ,..,11.28568519,32.7890373,32.57229353,35.3819374,41.04346332,45.53103584,37.14205636,32.78987347,40.35049853,52.54382757,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Namibia,NAM,43.56047241,40.73615056,39.01708521,35.37084841,35.00946742,33.62080463,35.88256521,36.40088244,33.67786895,31.9564109,40.34512384,43.4122408
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nauru,NRU,..,..,99.07407407,71.56862745,72.3880597,60,54.43786982,60.57142857,43.5483871,30.63829787,54.71698113,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nepal,NPL,10.52730912,23.28400371,10.12404212,10.21458859,8.17957804,7.812188656,7.815641022,7.779936474,6.805289826,5.119171485,6.702390866,6.955044483
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Netherlands,NLD,54.41474545,66.0332694,80.57790815,82.65889671,79.53516476,83.39176802,84.68346368,82.5377127,78.2654765,84.10520718,93.75222341,84.96391983
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,New Caledonia,NCL,18.48762379,22.78088061,18.58618109,18.06916629,19.26548639,21.00779809,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,New Zealand,NZL,26.76185847,35.74545849,27.97951372,27.95256013,26.63981397,27.58733369,27.88390877,27.35030566,21.72857875,22.33729873,24.39482557,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nicaragua,NIC,24.94835926,20.10816589,45.00799279,40.08346107,38.88187618,41.33870812,42.27739009,44.80450009,41.89377536,46.61732277,49.84682027,45.79863879
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Niger,NER,15.06863497,14.3397037,15.94586293,14.26836996,12.18333889,12.80654121,11.29573716,10.75937692,9.737845606,9.993720669,8.523779891,8.825720447
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,North Macedonia,MKD,24.56785714,32.94684009,47.66285529,48.73799991,50.66384216,55.14571934,60.37513732,62.40805679,57.77148578,65.44386486,73.95837095,72.79383686
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Northern Mariana Islands,MNP,..,..,52.52403846,52.96703297,71.70731707,69.29487179,50.73020753,42.33700254,14.91841492,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Norway,NOR,38.72797759,45.61277609,39.72767204,38.57518873,35.93817143,36.73226499,38.22102729,36.64092532,32.21033778,43.03630192,55.46006703,47.17844247
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Oman,OMN,47.23007412,60.33995743,61.43961754,49.65123925,41.31893239,45.71525986,50.62130514,49.49201699,47.05595097,52.52660194,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Pakistan,PAK,14.78871841,9.629626104,11.19497253,9.974571017,8.736717247,8.221612469,8.581799708,9.390863379,9.298559043,9.051600462,10.54346841,10.38703145
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Palau,PLW,..,..,53.25041397,51.58831867,48.04792593,45.29186856,42.02661616,37.91828132,23.33210363,6.944368011,14.19974723,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Panama,PAN,57.49329457,62.01057776,55.35742187,47.68486166,41.97300186,41.8036992,42.36679586,40.30866975,36.112352,41.10611041,47.9213465,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Papua New Guinea,PNG,40.62479683,66.17835925,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Paraguay,PRY,52.22353052,43.33092603,35.4644119,34.7346587,37.14323291,38.16928454,36.85322354,36.08729094,33.27062699,35.48709251,34.36938459,42.54765167
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Peru,PER,15.69719146,16.76837372,22.60697038,21.28732529,22.60031374,24.71987197,25.19218467,24.03908743,23.01144314,29.1453585,28.90443433,27.08861518
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Philippines,PHL,19.39321314,43.34421929,27.35450419,27.20805724,26.67300334,29.55229086,30.21360537,28.38292001,25.20283931,25.75203492,28.38740155,26.65369179
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Poland,POL,..,27.18832625,46.48878717,47.4503064,50.26831894,52.05568506,52.74802893,53.19533562,52.9909243,57.69934428,62.87918751,57.81424617
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Portugal,PRT,29.16917753,28.20462059,40.215968,40.61511545,40.21082364,42.7242664,43.44571903,43.50842185,37.04677424,41.40171507,49.59896849,47.44143467
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Puerto Rico,PRI,63.08146352,62.34129312,60.8216247,67.19493497,68.75816467,68.72372409,59.95388186,60.57888409,60.34796555,54.41327638,52.58076276,53.92532631
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Qatar,QAT,..,67.2833586,67.99811813,57.06147777,47.71384149,52.88942263,55.94186317,52.18885993,49.11887826,58.72601703,68.58064226,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Romania,ROU,16.72689125,21.58888431,41.47848541,41.34948374,42.4170514,42.33431895,41.54174729,40.20019466,36.87656458,40.59099658,43.27375678,39.12691096
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Russian Federation,RUS,18.16206147,44.06044131,27.11109705,28.70338944,25.85448298,26.09088098,30.7932568,28.43343068,25.52218551,29.77121449,28.02571917,23.083003
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Rwanda,RWA,5.614609155,5.377205669,13.8686639,13.23179477,15.42180506,20.52838528,21.10801655,21.82544935,19.32594207,19.51924294,22.47806101,25.42070363
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Samoa,WSM,..,..,27.59225867,27.14094673,28.77802032,29.66227547,31.9656782,35.03333014,29.19595987,11.68569005,12.26638262,28.88280848
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,San Marino,SMR,..,..,..,174.452681,173.0681692,168.7786813,166.5974977,163.9972392,164.4786945,184.3142815,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Saudi Arabia,SAU,40.33482776,43.40526903,46.24818942,32.5639318,30.15915916,33.56575154,37.19850984,34.08919621,24.90197082,32.77465349,40.22127697,34.74920044
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Senegal,SEN,17.05610165,17.7641496,21.77829674,22.6771945,21.5608581,21.93008315,22.94909148,24.9831342,20.70055286,24.63960212,26.8575576,25.56138465
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Serbia,SRB,..,8.783037353,42.07752896,45.1772418,48.51709354,50.47152864,50.4345613,51.01092315,48.2190365,54.88963499,63.84035249,59.88333973
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Seychelles,SYC,15.09394066,74.32246959,99.18074916,90.08462826,85.35025741,93.90957229,87.04440441,82.35626862,66.54668952,80.26387147,88.38649808,85.94808925
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sierra Leone,SLE,34.6898949,18.13484356,30.75989831,19.21088067,23.7019886,26.19237248,17.4673004,18.24693558,15.09106999,16.92814202,31.878162,40.47038242
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Singapore,SGP,177.1925444,188.3508903,191.9535358,178.3846085,164.7152132,171.8416227,178.2305047,176.3000887,181.5550811,183.0105372,185.7570329,174.3001451
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Slovak Republic,SVK,23.81348422,53.20546841,91.40007997,91.60047429,93.4660455,95.07432732,95.83585114,91.90868525,85.05091836,92.06064246,99.29740359,91.43088959
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Slovenia,SVN,74.41335894,50.13517655,76.15174214,77.14867826,77.59816683,83.12550558,84.7926764,83.61469331,77.7607326,83.56290137,94.14607036,83.999064
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Solomon Islands,SLB,46.376471,27.09975856,42.33678162,40.36052049,39.72857612,38.67918018,42.12623861,36.49690192,27.93849568,27.17489083,26.28674312,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Somalia,SOM,8.702643226,..,16.79159565,14.86001323,14.43945566,12.0491006,13.51741123,12.00581979,12.79858793,15.57114463,17.3140445,17.89027912
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Africa,ZAF,21.53854173,24.40430331,29.0006193,27.71363841,28.15608817,27.34007578,27.49703715,27.20212941,27.52735129,31.11131985,33.53844579,33.02311838
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,South Sudan,SSD,..,..,38.39161729,36.65134928,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Spain,ESP,15.72479816,28.56335793,33.46797623,33.61086067,33.8624576,35.13056434,35.14506267,34.90690181,30.77926024,34.17642294,40.87406425,38.95596725
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sri Lanka,LKA,30.18080451,39.01570089,..,19.89338382,19.82403604,20.22420004,21.44624861,21.82353289,15.45764245,16.92141751,21.55902154,20.39202142
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sudan,SDN,4.022842346,15.98455706,7.608911123,6.422910929,5.004491007,6.112144258,7.650201985,8.452983418,5.125312695,2.249870428,1.571161831,1.164076278
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Sweden,SWE,27.92217778,43.25845846,43.26616125,43.76676752,42.69147827,43.73472193,45.68306151,47.80921095,43.84730253,46.4968565,52.86155975,53.9821811
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Switzerland,CHE,41.35819829,51.43772288,65.33727012,63.82895575,66.81772593,66.34849029,67.4781861,66.96539368,64.09555716,71.28755618,76.93561539,75.32686523
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Syrian Arab Republic,SYR,28.3391968,36.11615004,7.015779571,14.29110466,21.6800989,19.33967559,14.91702771,13.01006646,14.78014299,24.79502776,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tajikistan,TJK,..,86.75211283,9.17009119,9.80269843,13.20032926,14.92853961,14.37547847,14.97993927,17.32431457,24.18192989,16.35312405,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tanzania,TZA,8.691282104,10.8128052,18.06920928,17.10491155,16.34997506,15.66349157,14.73914339,16.03674615,13.50387385,14.12002233,15.41371052,17.80472914
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Thailand,THA,34.13192824,64.84025074,68.39413516,67.63669027,67.07088397,66.67283247,64.8380969,59.51889062,51.49442661,58.55223774,65.36290249,65.44610568
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Timor-Leste,TLS,..,10.61807572,4.571799014,3.04089424,3.133237569,2.388918742,2.912498183,21.27205069,36.66621475,63.56655709,55.67870597,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Togo,TGO,26.24316622,20.15666041,28.33756476,25.97607505,25.99637001,24.87260374,24.22395246,23.81245271,23.26352858,23.62954845,25.59917108,23.90522397
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tonga,TON,33.87017859,14.26858942,16.97018185,16.96031829,21.67662335,22.15702742,21.41202884,21.97183292,20.59016815,12.52266429,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tunisia,TUN,43.55705132,39.73003459,42.94746512,38.39983876,38.29529558,41.72078638,45.48566766,45.95044279,37.99176919,42.01309632,51.42971498,51.07423831
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkiye,TUR,13.36510285,19.8811989,25.2055417,24.53127734,23.08350913,26.03942234,31.23269256,33.07421471,29.12078986,35.74369481,38.58420213,32.26905871
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turkmenistan,TKM,..,55.23645415,46.78017478,35.67546429,22.15051385,22.46839734,29.89998528,24.73360073,17.81894826,20.56054529,25.94509853,22.22506651
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uganda,UGA,7.240720859,10.65140929,14.94821091,12.87732531,12.42716442,16.66112942,15.08705306,17.10905802,15.41479854,15.78100817,12.02199543,13.38870803
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Ukraine,UKR,27.66467066,60.29705669,48.59296182,52.59767951,49.29861946,48.12491635,45.23523566,41.23169126,38.82164629,40.68834048,35.44511534,28.58602058
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Arab Emirates,ARE,..,..,96.92379674,97.56318807,97.66312109,98.34239221,91.99477687,96.66416875,95.92659859,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United Kingdom,GBR,23.32156486,25.65982165,28.57621473,27.84595067,28.90233952,30.89035103,31.58011136,31.63478028,29.69199083,29.59731253,33.43046097,32.17265199
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,United States,USA,9.254732068,10.69277273,13.50821421,12.41114863,11.88815923,12.17748103,12.28711076,11.79500678,10.08355786,10.80797936,11.63390862,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uruguay,URY,23.53212337,16.69809895,23.54266161,22.47785125,26.9316811,25.93116122,26.42165998,27.71833386,25.55503103,31.98208535,31.95216487,27.49780014
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Uzbekistan,UZB,..,24.66270426,16.04444803,13.76629135,12.33306571,20.74806549,26.84105393,28.29800251,24.17831559,23.67672298,27.01759589,26.47942073
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Vanuatu,VUT,44.16004856,39.17897492,51.42723756,46.03361914,48.86609135,47.65989735,41.59687215,50.34527687,15.69823404,9.36619786,15.30483306,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Venezuela, RB",VEN,38.17531647,29.74421966,16.69382735,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Viet Nam,VNM,36.03861364,53.92149701,69.59857507,72.92285161,74.10728551,81.76252212,84.42345602,85.1575871,84.38159802,93.85020712,93.81163846,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Virgin Islands (U.S.),VIR,..,..,78.37307153,41.63254163,47.02474987,63.33684765,53.12261025,54.96238777,38.67271425,91.69666967,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,West Bank and Gaza,PSE,..,20.51650593,15.82306983,16.06238012,14.3267945,15.72420635,15.96156445,15.52105524,15.35762344,17.34110111,18.43625264,19.62083891
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,"Yemen, Rep.",YEM,11.16832871,41.40890494,21.48408708,9.051577546,4.809194768,9.688218062,8.755596914,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zambia,ZMB,..,23.92386083,38.82228993,37.1385258,35.32467575,34.99285776,37.95740455,34.6361926,46.72018647,52.21609002,40.19399771,40.77522436
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Zimbabwe,ZWE,22.86684557,38.15975456,20.93014592,19.16017579,19.94353155,19.6589048,26.16397313,27.55415641,22.29306298,22.77524072,27.95524577,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Africa Eastern and Southern,AFE,20.92542282,25.89079799,28.57258632,24.0460235,23.24992882,23.82489685,25.31592074,23.90312363,22.03616025,25.92240576,27.59535447,24.5031596
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Arab World,ARB,..,..,48.94715128,40.99581075,38.14658352,42.52295436,45.01384341,43.09141732,35.78012157,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Central Europe and the Baltics,CEB,..,38.57810724,61.27571866,61.37187663,62.53406381,63.67807787,63.28739149,62.20624591,59.21145705,63.67202233,69.20613407,63.17352088
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Early-demographic dividend,EAR,19.99794885,24.63168695,26.34660535,23.45281205,22.62796509,23.56259907,25.80246091,24.80201018,22.39453494,25.7802996,28.55133492,26.31945307
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,East Asia & Pacific,EAS,17.63878933,23.66010654,32.29727067,30.21412166,28.14771835,29.17974048,29.11635626,27.92957177,26.63881791,29.07533952,31.55389147,29.98960227
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,East Asia & Pacific (excluding high income),EAP,23.42666075,33.28352346,27.3357085,25.02030537,23.38313125,23.79923268,23.31294661,22.40650449,21.87593628,23.47118182,24.93152652,23.61797776
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,East Asia & Pacific (IDA & IBRD countries),TEA,23.42181718,33.28091475,27.33448177,25.01908724,23.38208582,23.79793374,23.31156777,22.40516334,21.87428077,23.46909107,24.92953103,23.6160647
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Euro area,EMU,24.89770816,35.11586658,44.49193815,46.00226332,45.52830596,47.20936409,48.05423389,48.30691468,45.34747266,49.47716134,55.07971273,51.40156005
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Europe & Central Asia,ECS,25.28523635,34.48604027,41.2615233,42.08515892,42.10257523,43.65637742,45.11866032,45.04190958,42.32248987,45.98085829,50.43190988,47.17447859
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Europe & Central Asia (excluding high income),ECA,25.10869608,27.61151363,32.00273159,29.16014475,28.35197379,31.8000195,36.7374796,36.96419943,32.279427,37.97025969,41.19078686,35.73516299
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,20.58865301,32.37523045,32.45832025,32.70536666,31.96484877,33.56461199,37.5768973,36.65612627,33.73385418,38.36795529,39.18898972,35.16746282
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,European Union,EUU,25.41168318,35.69088886,45.6636289,47.0487692,46.64428441,48.28767055,49.11763516,49.40165014,46.46251246,50.51674286,56.28825559,52.69060699
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
